,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,2019_03_16_0000,Rig 1,Cheriff,2019-03-16 13:21:29.272000,-65.32479,1,233.4757080078125,37.750244140625,3.8,1,271.9278564453125,48.76708984375,2.25,1,361.6495361328125,44.769287109375,1.45
